genes,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
Rv3280,ACChex,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3662062.0,3663708.0,.,+,0.0,accD5,"Key enzyme in the catabolic pathway of odd-chain fatty acids, isoleucine, threonine, methionine, and valine [catalytic activity: ATP + propionyl-CoA + CO(2) + H(2)O = ADP + orthophosphate + methylmalonyl-CoA.]",Probable propionyl-CoA carboxylase beta chain 5 AccD5 (pccase) (propanoyl-CoA:carbon dioxide ligase),"Rv3280, (MTCY71.20, pccB), len: 548 aa. Probable accD5, propionyl-CoA carboxylase beta chain 5, equivalent to P53002|PCCB_MYCLE|ACCD5|ML0731|B1308_C1_125 probable propionyl-CoA carboxylase beta chain 5 from Mycobacterium leprae (549 aa), FASTA scores: opt: 3241, E(): 4e-192, (88.7% identity in 549 aa overlap). Also similar to many e.g. O87201|DTSR2 DTSR2 protein involved in glutamate production from Corynebacterium glutamicum (Brevibacterium flavum) (537 aa), FASTA scores: opt: 2604, E(): 6.9e-153, (74.1% identity in 529 aa overlap) (see Kimura et al., 1996); P53003|PCCB_SACER from Saccharopolyspora erythraea (Streptomyces erythraeus) (546 aa), FASTA scores: opt: 2466, E(): 2.2e-144, (70.2% identity in 530 aa overlap); O88155|DTSR1 DTSR1 protein from Corynebacterium glutamicum (Brevibacterium flavum) (543 aa), FASTA scores: opt: 2375, E(): 8.8e-139, (67.1% identity in 529 aa overlap; Q9X4K7|PCCB from Streptomyces coelicolor (530 aa), FASTA scores: opt: 2360, E(): 7.3e-138, (67.9% identity in 533 aa overlap); O24789|mxpccb from Myxococcus xanthus (524 aa), FASTA scores: opt: 1868, E(): 1.5e-107, (56.85% identity in 524 aa overlap); etc. Also similar with methylmalonyl-CoA decarboxylases e.g. O59018|PH1287 from Pyrococcus horikoshii (522 aa), FASTA scores: opt: 1841, E(): 6.7e-106, (54.15% identity in 528 aa overlap). Also similarity with MTCY427.28 (43.8% identity in 434 aa overlap). Belongs to the ACCD/PCCB family. AccA3 (Rv3285), AccD5 (Rv3280), AccD4 (Rv3799), and AccE5 (Rv3281) form a biotin-dependent acyl-CoA carboxylase in M. tuberculosis H37Rv (See Oh et al., 2006).",P9WQH7,No,lipid metabolism,"2A7S,2BZR",P96885,P9WQH7,"GO:0004658,GO:0005524",6.4.1.3,,,,P9WQH7,"ML0731,ML0731c",MMAR_1256,MSMEG_1813,Mb3308,,,,,
Rv3441c,ACGAMPM,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3860024.0,3861370.0,.,-,0.0,mrsA,Function unknown; involved in cellular metabolism.,Probable phospho-sugar mutase / MrsA protein homolog,"Rv3441c, (MTCY77.13c), len: 448 aa. Probable mrsA, phosphoglucomutase or phosphomannomutase, equivalent to Q49869|URED|B229_C3_234 MRSA protein homolog from Mycobacterium leprae (463 aa), FASTA scores: opt: 2449, E(): 6.3e-135, (87.65% identity in 445 aa overlap); and highly similar (but longer 178 aa) to Q49862|UREC|B229_C2_192 putative urease operon UREC protein from Mycobacterium leprae (288 aa), FASTA scores: opt: 1442, E(): 1.3e-76, (86.5% identity in 267 aa overlap). Highly similar to phospho-sugar mutases e.g. Q53876|SC6G4.14 putative phospho-sugar mutase (similar to phosphomannomutases) from Streptomyces coelicolor (452 aa), FASTA scores: opt: 1710, E(): 5e-92, (60.45% identity in 450 aa overlap); Q9KG46|BH0267 phosphoglucosamine mutase from Bacillus halodurans (447 aa), FASTA scores: opt: 1351, E(): 3.5e-71, (48.4% identity in 444 aa overlap); BAB58323|GLMM phosphoglucosamine-mutase from Staphylococcus aureus subsp. aureus Mu50 (451 aa) and Q99QR5|GLMM(FEMD)|SA1965 phosphoglucosamine-mutase from Staphylococcus aureus subsp. aureus N315. (451 aa), FASTA scores: opt: 1315, E(): 4.3e-69, (48.45% identity in 446 aa overlap); P95685|FEMD|GLMM phosphoglucosamine-mutase (451 aa), FASTA scores: opt: 1310, E(): 8.5e-69, (48.2% identity in 446 aa overlap); P95575|MRSA_PSESY MRSA protein homolog from Pseudomonas syringae (pv. syringae) (447 aa), FASTA scores: opt: 1143, E(): 4.2e-59, (42.75% identity in 447 aa overlap); etc. Contains PS00710 Phosphoglucomutase and phosphomannomutase phosphoserine signature. Belongs to the phosphohexose mutases family.",P9WN41,No,intermediary metabolism and respiration,,O06258,P9WN41,"GO:0000287,GO:0008966,GO:0005975",5.4.2.10,,,,P9WN41,ML0366,MMAR_1108,MSMEG_1559,Mb3471c,,,,,
Rv1302,ACGAMT,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1458295.0,1459509.0,.,+,0.0,rfe,"Thought to be involved in AG biosynthesis. May be the tunicamycin sensitive transferase that catalyzes the synthesis of GlcNAc-pyrophosphorylundecaprenol (lipid I), the first lipid-linked intermediate involved in ECA synthesis.",Probable undecapaprenyl-phosphate alpha-N-acetylglucosaminyltransferase Rfe (UDP-GlcNAc transferase),"Rv1302, (MTCY373.22), len: 404 aa. Probable rfe (alternate gene name: wecA), undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase (see citation below), equivalent to RFE_MYCLE|P45830 Mycobacterium leprae (398 aa), FASTA scores, opt: 2285, E(): 0, (89.2% identity in 398 aa overlap).",P9WMW5,No,cell wall and cell processes,,Q10606,P9WMW5,"GO:0009103,GO:0008963,GO:0005886,GO:0016757,GO:0016021",2.7.8.n2,,,,P9WMW5,ML1137,MMAR_4095,MSMEG_4947,Mb1334,,,,,
Rv1654,ACGK,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1867842.0,1868726.0,.,+,0.0,argB,Arginine biosynthesis (second step) [catalytic activity: ATP + N-acetyl-L-glutamate = ADP + N-acetyl-L-glutamate 5-phosphate],Probable acetylglutamate kinase ArgB,"Rv1654, (MTCY06H11.19), len: 294 aa. Probable argB, Acetylglutamate kinase, similar to ARGB_CORGL|Q59281 (294 aa), FASTA scores: opt: 1209, E(): 0, (64.4% identity in 270 aa overlap). Belongs to the acetylglutamate kinase family.",P9WQ01,No,intermediary metabolism and respiration,2AP9,P0A4Y6,P9WQ01,"GO:0003991,GO:0006526,GO:0005737,GO:0004349,GO:0006561,GO:0005524",2.7.2.8,,,,P9WQ01,ML1408,MMAR_2464,MSMEG_3774,Mb1682,,,,,
Rv2747,ACGS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3059262.0,3059786.0,.,+,0.0,argA,Involved in arginine biosynthesis [catalytic activity: L-glutamate + acetyl-CoA <=> N-acetyl-L-glutamate + coenzyme A],Probable L-glutamate alpha-N-acetyltranferase ArgA (alpha-N-acetylglutamate synthase),"Rv2747, (MTV002.12), len: 174 aa. Probable argA, alpha-N-acetylglutamate synthase (See Errey et al., 2005). Contains GNAT (Gcn5-related N-acetyltransferase) domain. See Vetting et al. 2005. Equivalent to O05559|ML0978|MLCB33.08 putative acetyltransferase from Mycobacterium leprae (180 aa), FASTA scores: opt: 997, E(): 1.2e-57, (86.8% identity in 174 aa overlap). Also similar to various transferases e.g. Q9X8N2|SCE94.27c putative acetyltransferase from Streptomyces coelicolor (169 aa), FASTA scores: opt: 656, E(): 1.3e-35, (60.35% identity in 164 aa overlap); C-terminus of Q9K3D6|ARGH(A) argininosuccinase and N-acetylglutamate synthase from Moritella sp. 2693 (629 aa), FASTA scores: opt: 243, E(): 2e-08, (31.95% identity in 144 aa overlap); C-terminus of Q9JW21|ARGA or NMA0580 putative acetylglutamate synthase from Neisseria meningitidis serogroup a (436 aa), FASTA scores: opt: 201, E(): 7.8e-06, (32.75% identity in 119 aa overlap); etc. Also similar to hypothetical proteins e.g. O67372|AQ_1359 hypothetical 21.1 KDA protein from Aquifex aeolicus (181 aa), FASTA scores: opt: 348, E(): 1.2e-15, (42.35% identity in 137 aa overlap).",O33289,No,intermediary metabolism and respiration,,O33289,O33289,"GO:0008152,GO:0008080",2.-.-.-,,,,O33289,"ML0978,ML0978c",MMAR_1968,MSMEG_2691,Mb2768,,,,,
Rv3002c,ACHBS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3360624.0,3361130.0,.,-,0.0,ilvN,Involved in valine and isoleucine biosynthesis (at the first step) [catalytic activity: 2-acetolactate + CO(2) = 2-pyruvate].,Probable acetolactate synthase (small subunit) IlvN (acetohydroxy-acid synthase) (AHAS) (ALS),"Rv3002c, (MT3082, MTV012.16c), len: 168 aa. Probable ilvN (alternate gene name: ilvH), acetolactate synthase, small subunit, equivalent or highly similar to others e.g. O33113|ILVH_MYCLE|MLCB637.21 from Mycobacterium leprae (169 aa), FASTA scores: opt: 843, E(): 5.1e-47, (83.5% identity in 164 aa overlap); Q59499|ILVH_MYCAV|ILVN from Mycobacterium avium (167 aa), FASTA scores: opt: 798, E(): 3.7e-44, (81.05% identity in 169 aa overlap); Q9Z566|ILVN from Streptomyces coelicolor (174 aa), FASTA scores: opt: 678, E(): 1.7e-36, (64.8% identity in 159 aa overlap); etc. Belongs to the acetolactate synthase small subunit family.",P9WKJ3,No,intermediary metabolism and respiration,,P65161,P9WKJ3,"GO:0016597,GO:0009082,GO:0003984",2.2.1.6,,,,P9WKJ3,"ML1695,ML1695c",MMAR_1711,MSMEG_2373,Mb3027c,,,,,
Rv3003c,ACHBS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3361130.0,3362986.0,.,-,0.0,ilvB1,Involved in valine and isoleucine biosynthesis (at the first step) [catalytic activity: 2-acetolactate + CO(2) = 2 pyruvate].,Acetolactate synthase (large subunit) IlvB1 (acetohydroxy-acid synthase),"Rv3003c, (MT3083, MTV012.17c), len: 618 aa. ilvB1, acetolactate synthase, large subunit, equivalent or highly similar to others e.g. O33112|ILVB_MYCLE|MLCB637.20|ML1696 from Mycobacterium leprae (625 aa), FASTA scores: opt: 3653, E(): 5.4e-208, (87.1% identity in 627 aa overlap); Q59498|ILVB_MYCAV from Mycobacterium avium (621 aa), FASTA scores: opt: 3473, E(): 2.3e-197, (84.7% identity in 614 aa overlap); P42463|ILVB_CORGL from Corynebacterium glutamicum (Brevibacterium flavum) (626 aa), FASTA scores: opt: 2754, E(): 5.9e-155, (65.8% identity in 589 aa overlap); etc. Contains PS00187 Thiamine pyrophosphate enzymes signature. Cofactor: thiamine pyrophosphate, and magnesium (by similarity). Note that previously known as ilvB.",P9WG41,No,intermediary metabolism and respiration,,P0A622,P9WG41,"GO:0003984,GO:0009082,GO:0000287,GO:0030976,GO:0050660",2.2.1.6,,,,P9WG41,"ML1696,ML1696c",MMAR_1710,MSMEG_2372,Mb3028c,,,,,
Rv3470c,ACHBS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3887144.0,3888802.0,.,-,0.0,ilvB2,Involved in valine and isoleucine biosynthesis (at the first step) [catalytic activity: 2-acetolactate + CO(2) = 2-pyruvate].,Probable acetolactate synthase (large subunit) IlvB2 (AHAS) (acetohydroxy-acid synthase large subunit) (ALS),"Rv3470c, (MTCY13E12.23c), len: 552 aa. Probable ilvB2, acetolactate synthase large subunit, similar to others e.g. P73913|ILVG|SLR2088 from Synechocystis sp. strain PCC 6803 (621 aa), FASTA scores: opt: 779, E(): 4.5e-39, (30.7% identity in 567 aa overlap); O78518|ILVB_GUITH from Guillardia theta (Cryptomonas phi) (575 aa), FASTA scores: opt: 742, E(): 6.9e-37, (28.8% identity in 566 aa overlap); Q59950|ILVX from Spirulina platensis (612 aa), FASTA scores: opt: 715, E(): 3e-35, (28.45% identity in 569 aa overlap); etc. Contains thiamine pyrophosphate enzymes signature (PS00187).",O06335,No,intermediary metabolism and respiration,,O06335,O06335,"GO:0000287,GO:0030976,GO:0003984",2.2.1.6,,,,O06335,,,MSMEG_1488,Mb3499c,,,,,
Rv0409,ACKr,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,493851.0,495008.0,.,+,0.0,ackA,Involved at the first step (of two) in the conversion of acetate to acetyl-CoA [catalytic activity: ATP + acetate = ADP + acetyl phosphate].,Probable acetate kinase AckA (acetokinase),"Rv0409, (MTCY22G10.05), len: 385 aa. Probable ackA, acetate kinase, highly similar to others e.g. ACKA_BACSU|P37877 acetate kinase from Bacillus subtilis (395 aa), FASTA scores: opt: 974, E(): 0, (43.5% identity in 393 aa overlap); etc. Contains PS01075 Acetate and butyrate kinases family signature 1, PS00758 ArgE / dapE / ACY1/ CPG2 / yscS family signature 1. Belongs to the acetokinase family.",P9WQH1,No,intermediary metabolism and respiration,,P63409,P9WQH1,"GO:0008776,GO:0005737,GO:0006082,GO:0016310,GO:0005524",2.7.2.1,,,,P9WQH1,"ML0267,ML0267c",MMAR_0711,MSMEG_0784,Mb0417,,,,,
Rv3509c,ACLS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3936877.0,3938424.0,.,-,0.0,ilvX,Could be involved in valine and isoleucine biosynthesis (at the first step) [catalytic activity: 2-acetolactate + CO(2) = 2 pyruvate].,Probable acetohydroxyacid synthase IlvX (acetolactate synthase),"Rv3509c, (MTV023.16), len: 515 aa. Probable ilvX, acetohydroxyacid synthase, equivalent to Mycobacterium leprae protein described as Acetolactate synthase I, valine sensitive, large subunit Q49865|ILVX|ILVI1|B229_C3_222 (515 aa), FASTA scores: opt: 2762, E(): 8.8e-145, (82.9% identity in 515 aa overlap). Also similar to various enzymes (principally acetohydroxyacid/acetolactate synthases) e.g. Q9AB41|CC0393 thiamine-pyrophosphate-requiring enzyme from Caulobacter crescentus (512 aa), FASTA scores: opt: 1572, E(): 2.8e-79, (50.95% identity in 514 aa overlap); BAB50432|MLL3567 acetolactate synthase I from Rhizobium loti (Mesorhizobium loti) (517 aa), FASTA scores: opt: 1440, E(): 5.2e-72, (47.9% identity in 548 aa overlap); P20906|MDLC_PSEPU benzoylformate decarboxylase from Pseudomonas putida (528 aa), FASTA scores: opt: 356, E(): 2.5e-12, (28.1% identity in 530 aa overlap); Q9L123|SC6D11.33c putative decarboxylase from Streptomyces coelicolor (526 aa), FASTA scores: opt: 325, E(): 1.3e-10, (33.2% identity in 530 aa overlap); Q9RDF9|SCC57A.40c putative acetolactate synthase from Streptomyces coelicolor (564 aa), FASTA scores: opt: 304, E(): 1.9e-09, (28.55% identity in 550 aa overlap); P94783 valine-sensitive acetohydroxy acid synthase from Citrobacter freundii (561 aa), FASTA scores: opt: 278, E(): 5.1e-08, (25.8% identity in 550 aa overlap); Q42767|AHAS acetohydroxyacid synthase from Gossypium hirsutum (Upland cotton) (659 aa), FASTA scores: opt: 278, E(): 5.8e-08, (26.15% identity in 558 aa overlap); etc. Note that other Mycobacterium tuberculosis proteins, e.g. O53250|MTV012.17c|ILVB_MYCTU|Rv3003c|MT3083|MTV012.17c, show better similarity to Acetolactate synthase I. Similar to other enzymes which require TPP. Cofactor: thiamin pyrophosphate (by similarity).",O53554,No,intermediary metabolism and respiration,,O53554,O53554,"GO:0030976,GO:0003984",2.2.1.6,,,,O53554,ML0354,MMAR_4997,MSMEG_4348,Mb3539c,,,,,
Rv3002c,ACLS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3360624.0,3361130.0,.,-,0.0,ilvN,Involved in valine and isoleucine biosynthesis (at the first step) [catalytic activity: 2-acetolactate + CO(2) = 2-pyruvate].,Probable acetolactate synthase (small subunit) IlvN (acetohydroxy-acid synthase) (AHAS) (ALS),"Rv3002c, (MT3082, MTV012.16c), len: 168 aa. Probable ilvN (alternate gene name: ilvH), acetolactate synthase, small subunit, equivalent or highly similar to others e.g. O33113|ILVH_MYCLE|MLCB637.21 from Mycobacterium leprae (169 aa), FASTA scores: opt: 843, E(): 5.1e-47, (83.5% identity in 164 aa overlap); Q59499|ILVH_MYCAV|ILVN from Mycobacterium avium (167 aa), FASTA scores: opt: 798, E(): 3.7e-44, (81.05% identity in 169 aa overlap); Q9Z566|ILVN from Streptomyces coelicolor (174 aa), FASTA scores: opt: 678, E(): 1.7e-36, (64.8% identity in 159 aa overlap); etc. Belongs to the acetolactate synthase small subunit family.",P9WKJ3,No,intermediary metabolism and respiration,,P65161,P9WKJ3,"GO:0016597,GO:0009082,GO:0003984",2.2.1.6,,,,P9WKJ3,"ML1695,ML1695c",MMAR_1711,MSMEG_2373,Mb3027c,,,,,
Rv3003c,ACLS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3361130.0,3362986.0,.,-,0.0,ilvB1,Involved in valine and isoleucine biosynthesis (at the first step) [catalytic activity: 2-acetolactate + CO(2) = 2 pyruvate].,Acetolactate synthase (large subunit) IlvB1 (acetohydroxy-acid synthase),"Rv3003c, (MT3083, MTV012.17c), len: 618 aa. ilvB1, acetolactate synthase, large subunit, equivalent or highly similar to others e.g. O33112|ILVB_MYCLE|MLCB637.20|ML1696 from Mycobacterium leprae (625 aa), FASTA scores: opt: 3653, E(): 5.4e-208, (87.1% identity in 627 aa overlap); Q59498|ILVB_MYCAV from Mycobacterium avium (621 aa), FASTA scores: opt: 3473, E(): 2.3e-197, (84.7% identity in 614 aa overlap); P42463|ILVB_CORGL from Corynebacterium glutamicum (Brevibacterium flavum) (626 aa), FASTA scores: opt: 2754, E(): 5.9e-155, (65.8% identity in 589 aa overlap); etc. Contains PS00187 Thiamine pyrophosphate enzymes signature. Cofactor: thiamine pyrophosphate, and magnesium (by similarity). Note that previously known as ilvB.",P9WG41,No,intermediary metabolism and respiration,,P0A622,P9WG41,"GO:0003984,GO:0009082,GO:0000287,GO:0030976,GO:0050660",2.2.1.6,,,,P9WG41,"ML1696,ML1696c",MMAR_1710,MSMEG_2372,Mb3028c,,,,,
Rv1820,ACLS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2064799.0,2066442.0,.,+,0.0,ilvG,Valine and isoleucine biosynthesis (first step) [catalytic activity: 2-acetolactate + CO(2) = 2 pyruvate],Probable acetolactate synthase IlvG (acetohydroxy-acid synthase)(ALS),"Rv1820, (MTCY1A11.23c), len: 547 aa. Probable ilvG, acetolactate synthase. Equivalent to AL008609|MLCB1788.46c ilvG from Mycobacterium leprae (548 aa) (86.1% identity in 548 aa overlap). Similar to ILVB_KLEPN|P27696 (559 aa), FASTA scores: opt: 660, E(): 2.9e-34, (29.1% identity in 549 aa overlap). Also similar to other Mycobacterium tuberculosis Ilv proteins e.g. Rv3003c (ilvB), etc. Contains PS00187 Thiamine pyrophosphate enzymes signature.",P9WG39,No,intermediary metabolism and respiration,,P66946,P9WG39,"GO:0009082,GO:0000287,GO:0030976,GO:0003984",2.2.1.6,,,,P9WG39,"ML2083,ML2083c",MMAR_2697,,Mb1851,,,,,
Rv1475c,ACONT,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1663215.0,1666046.0,.,-,0.0,acn,Involved in tricarboxylic acid cycle [catalytic activity: citrate = cis-aconitate + H2O],Probable iron-regulated aconitate hydratase Acn (citrate hydro-lyase) (aconitase),"Rv1475c, (MTV007.22c), len: 943 aa. Probable acn, iron-regulated aconitate hydratase, similar to many e.g. P70920|ACON_BRAJA aconitate hydratase from Bradyrhizobium japonicum (906 aa), FASTA scores: opt:1912, E(): 0, (54.8% identity in 958 aa overlap); closest to AF0021|AF002133_2 Mycobacterium avium strain GIR10 (961 aa), FASTA scores: opt: 5072, E(): 0, (82.8% identity in 943 aa overlap). Note aconitase has an active (4FE-4S) and an inactive (3FE-4S) forms. The active (4FE-4S) cluster is part of the catalytic site that interconverts citrate, cis-aconitase, and isocitrate.",O53166,No,intermediary metabolism and respiration,,O53166,O53166,"GO:0003994,GO:0008152,GO:0051539",4.2.1.3,,,,O53166,ML1814,MMAR_2282,MSMEG_3143,Mb1511c,,,,,
Rv1655,ACOTA,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1868723.0,1869925.0,.,+,0.0,argD,Arginine biosynthesis (fourth step) [catalytic activity: N2-acetyl-L-ornithine + 2-oxoglutarate = N-acetyl-L-glutamate 5-semialdehyde + L-glutamate],Probable acetylornithine aminotransferase ArgD,"Rv1655, (MTCY06H11.20), len: 400 aa. Probable argD, Acetylornithine aminotransferase, similar to ARGD_ECOLI|P18335 (406 aa), FASTA scores: opt: 958, E(): 0, (38.6% identity in 404 aa overlap), contains PS00600 Aminotransferases class-III pyridoxal-phosphate attachment site. Belongs to class-III of pyridoxal-phosphate-dependent aminotransferases.",P9WPZ7,No,intermediary metabolism and respiration,,P63568,P9WPZ7,"GO:0006526,GO:0005737,GO:0030170,GO:0003992",2.6.1.11,,,,P9WPZ7,ML1409,MMAR_2465,MSMEG_3773,Mb1683,,,,,
Rv3310,ACP1_FMN,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3697198.0,3698097.0,.,+,0.0,sapM,Involved in cellular metabolism: acting on ester bonds [catalytic activity: an orthophosphoric monoester + H(2)O = an alcohol + orthophosphate].,Acid phosphatase (acid phosphomonoesterase) (phosphomonoesterase) (glycerophosphatase),"Rv3310, (MTV016.09), sapM, len: 299 aa. Secreted acid phosphatase, with N-terminal sequence beginning with ASAL..., (see Saleh and Belisle, 2000). Similar to several fungal or bacterial acid phosphatases e.g. BAB50846|MLR4110 from Rhizobium loti (Mesorhizobium loti) (292 aa), FASTA scores: opt: 460, E(): 4.8e-22, (38.65% identity in 295 aa overlap); P34724|PHOA_ASPNG from Aspergillus niger (417 aa), FASTA scores: opt: 172, E(): 0.0013, (29.1% identity in 306 aa overlap); P08540|PHOX_KLULA from Kluyveromyces lactis (Yeast) (421 aa), FASTA scores: opt: 170, E(): 0.0018, (27.8% identity in 266 aa overlap); P37274|PHOA_PENCH from Penicillium chrysogenum (412 aa), FASTA scores: opt: 163, E(): 0.0049, (29.05% identity in 303 aa overlap); etc.",O53361,No,cell wall and cell processes,,O53361,O53361,"GO:0008152,GO:0003993",3.1.3.2,,,,O53361,"ML0704,ML0704c",MMAR_1216,,Mb3338,,,,,
Rv2523c,ACPS1,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2839538.0,2839930.0,.,-,0.0,acpS,"Biosynthesis of fatty acids and lipids. Transfers the 4'-phosphopantetheine moiety from coenzyme A to a SER of acyl-carrier protein. Catalyzes the formation of holo-ACP, which mediates the transfer of acyl fatty-acid intermediates during the biosynthesis of fatty acids and lipids [catalytic activity: CoA + APO-[acyl-carrier protein] = adenosine 3',5'-bisphosphate + holo-[acyl-carrier protein] ].",holo-[acyl-carrier protein] synthase AcpS (holo-ACP synthase) (CoA:APO-[ACP]pantetheinephosphotransferase) (CoA:APO-[acyl-carrier protein]pantetheinephosphotransferase),"Rv2523c, (MT2599, MTV009.08c), len: 130 aa. AcpS, holo-[Acyl Carrier Protein] synthase (see citation below), equivalent to Q9X7E3|ACPS_MYCLE|ML1192|MLCB458.07 holo-[acyl-carrier protein] synthase from Mycobacterium leprae (130 aa), FASTA scores: opt: 732, E(): 5.5e-42, (87.5% identity in 128 aa overlap). Also similar to others e.g. O86785|ACPS_STRCO|SC6G4.22c from Streptomyces coelicolor (123 aa), FASTA scores: opt: 204, E(): 6.6e-07, (36.7% identity in 139 aa overlap); Q9KPB6|VC2457 from Vibrio cholerae (126 aa), FASTA scores: opt: 163, E(): 0.00036, (32.55% identity in 129 aa overlap); P24224|ACPS_ECOLI|DPJ|B2563 from Escherichia coli strain K12 (125 aa), FASTA scores: opt: 151, E(): 0.0022, (30.55% identity in 131 aa overlap); etc. Belongs to the ACPS family. Acts on fas-I enzymes in C. glutamicum (See Chalut et al., 2006).",P9WQD3,No,lipid metabolism,"3H7Q,3HQJ,3NE1,3NE3",P0A4W8,P9WQD3,"GO:0006633,GO:0008897,GO:0009059,GO:0000287,GO:0005737",2.7.8.7,,,,P9WQD3,ML1192,MMAR_3961,MSMEG_4756,Mb2552c,,,,,
Rv3667,ACS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4107792.0,4109747.0,.,+,0.0,acs,Activates acetate to acetyl-coenzyme A [catalytic activity: ATP + acetate + CoA = AMP + pyrophosphate + acetyl-CoA].,Acetyl-coenzyme A synthetase Acs (acetate--CoA ligase) (acetyl-CoA synthetase) (acetyl-CoA synthase) (acyl-activating enzyme) (acetate thiokinase) (acetyl-activating enzyme) (acetate--coenzyme A ligase) (acetyl-coenzyme A synthase),"Rv3667, (MTV025.015), len: 651 aa. Probable acs, acetyl-coenzyme-a synthetase, similar to many e.g. Q9X928|SCH5.26 from Streptomyces coelicolor (651 aa) FASTA scores: opt: 2850, E(): 1.9e-164, (66.05% identity in 639 aa overlap); Q55404|ACSA_SYNY3|ACS|SLL0542 from Synechocystis sp. strain PCC 6803 (653 aa), FASTA scores: opt: 2342, E(): 8.8e-134, (55.15% identity in 649 aa overlap); P31638|ACSA_ALCEU|ACOE from Alcaligenes eutrophus (Ralstonia eutropha) (660 aa), FASTA scores: opt: 2181, E(): 4.6e-124, (52.05% identity in 665 aa overlap); P27550|ACSA_ECOLI|ACS|B4069 from Escherichia coli strain K12 (652 aa), FASTA scores: opt: 1625, E(): 0, (48.3% identity in 646 aa overlap); etc. Contains PS00455 Putative AMP-binding domain signature. Belongs to the ATP-dependent AMP-binding enzyme family.",P9WQD1,No,lipid metabolism,,O69635,P9WQD1,"GO:0005524,GO:0003987,GO:0008152,GO:0016208",6.2.1.1,,,,P9WQD1,ML2294,MMAR_5155,MSMEG_6179,Mb3691,,,,,
Rv3667,ACS2,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4107792.0,4109747.0,.,+,0.0,acs,Activates acetate to acetyl-coenzyme A [catalytic activity: ATP + acetate + CoA = AMP + pyrophosphate + acetyl-CoA].,Acetyl-coenzyme A synthetase Acs (acetate--CoA ligase) (acetyl-CoA synthetase) (acetyl-CoA synthase) (acyl-activating enzyme) (acetate thiokinase) (acetyl-activating enzyme) (acetate--coenzyme A ligase) (acetyl-coenzyme A synthase),"Rv3667, (MTV025.015), len: 651 aa. Probable acs, acetyl-coenzyme-a synthetase, similar to many e.g. Q9X928|SCH5.26 from Streptomyces coelicolor (651 aa) FASTA scores: opt: 2850, E(): 1.9e-164, (66.05% identity in 639 aa overlap); Q55404|ACSA_SYNY3|ACS|SLL0542 from Synechocystis sp. strain PCC 6803 (653 aa), FASTA scores: opt: 2342, E(): 8.8e-134, (55.15% identity in 649 aa overlap); P31638|ACSA_ALCEU|ACOE from Alcaligenes eutrophus (Ralstonia eutropha) (660 aa), FASTA scores: opt: 2181, E(): 4.6e-124, (52.05% identity in 665 aa overlap); P27550|ACSA_ECOLI|ACS|B4069 from Escherichia coli strain K12 (652 aa), FASTA scores: opt: 1625, E(): 0, (48.3% identity in 646 aa overlap); etc. Contains PS00455 Putative AMP-binding domain signature. Belongs to the ATP-dependent AMP-binding enzyme family.",P9WQD1,No,lipid metabolism,,O69635,P9WQD1,"GO:0005524,GO:0003987,GO:0008152,GO:0016208",6.2.1.1,,,,P9WQD1,ML2294,MMAR_5155,MSMEG_6179,Mb3691,,,,,
