,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Locus,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
4057.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,3923698.0,3924819.0,.,+,0.0,Rv3505,fadE27,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE27,"Rv3505, (MTV023.12), len: 373 aa. Probable fadE27, acyl-CoA dehydrogenase, similar to other acyl-CoA dehydrogenases from Mycobacterium tuberculosis e.g. P71857|FADE28|Rv3544c|MTCY03C7.12 (339 aa) FASTA scores: opt: 497, E(): 1.8e-22, (30.3% identity in 343 aa overlap); and P95281|FADE18|Rv1933c|MTCY09F9.31 (363 aa) FASTA scores: opt: 421, E(): 6.4e-18, (32.35% identity in 334 aa overlap). Also similar to other e.g. Q9A5G8|CC2479 from Caulobacter crescentus (344 aa), FASTA scores: opt: 425, E(): 3.5e-18, (30.75% identity in 351 aa overlap); Q9RJX3|SCF37.28c from Streptomyces coelicolor (362 aa) FASTA scores: opt: 317, E(): 1e-11, (32.8% identity in 372 aa overlap); Q9L8Q3|PDTORFO from Pseudomonas stutzeri (Pseudomonas perfectomarina) (513 aa), FASTA scores: opt: 301, E(): 1.2e-10, (25.9% identity in 394 aa overlap); etc. Could belong to the acyl-CoA dehydrogenases family.",I6Y3Q0,No,lipid metabolism,,O53550,I6Y3Q0,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,I6Y3Q0,"ML0356,ML0356c",MMAR_4993,MSMEG_5907,Mb3535,,,,,
3279.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,771484.0,773112.0,.,+,0.0,Rv0672,fadE8,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE8,"Rv0672, (MTCI376.02c), len: 542 aa. Probable fadE8, acyl-CoA dehydrogenase, highly similar to many e.g. CAC33951.1|AL589708 putative acyl-CoA dehydrogenase from Streptomyces coelicolor (557 aa); P33224|AIDB_ECOLI|B4187 aidb protein (acyl-CoA dehydrogenases family) from Escherichia coli strain K12 (546 aa), FASTA scores: opt: 1369, E(): 0, (44.1% identity in 524 aa overlap); etc. Also similar to several other M. tuberculosis proteins e.g. Rv0154c|MTCI5.28c FASTA score: (26.3% identity in 342 aa overlap); etc. Contains acyl-CoA dehydrogenases signature 2 (PS00073). Belongs to the acyl-CoA dehydrogenases family.",I6X9J0,No,lipid metabolism,,O86368,I6X9J0,"GO:0055114,GO:0003995",1.3.99.-,,,,I6X9J0,"ML1888,ML1888c",MMAR_1001,MSMEG_1387,Mb0691,,,,,
1900.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,2794350.0,2795120.0,.,+,0.0,Rv2486,echA14,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase EchA14 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv2486, (MTV008.42), len: 256 aa. Probable echA14, enoyl-CoA hydratase, similar to others e.g. P24162|ECHH_RHOCA2|FADB1 from Rhodobacter capsulatus (Rhodopseudomonas capsulata) (257 aa), FASTA scores; opt: 453, E(): 3.8e-23, (39.4% identity in 259 aa overlap); Q9ETY7|PACA|PAAG from Azoarcus evansii (273 aa), FASTA scores: opt: 404, E(): 5.7e-17, (37.5% identity in 224 aa overlap); P77467|PAAG_ECOLI from Escherichia coli (262 aa), FASTA scores: opt: 401, E(): 8.3e-17, (36.3% identity in 259 aa overlap); etc. Contains PS00166 Enoyl-CoA hydratase/isomerase signature. Belongs to the enoyl-CoA hydratase/isomerase family.",P9WNN5,No,lipid metabolism,,P64018,P9WNN5,"GO:0006631,GO:0004300",4.2.1.17,,,,P9WNN5,"ML0446,ML0446c",,MSMEG_4709,Mb2511,,,,,
739.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,1008207.0,1008938.0,.,+,0.0,Rv0905,echA6,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Possible enoyl-CoA hydratase EchA6 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv0905, (MTCY31.33), len: 243 aa. Possible echA6, enoyl-CoA hydratase, highly similar to ML15184|U15184 enoyl-CoA hydratase from Mycobacterium leprae (247 aa), FASTA score: (85.8% identity in 247 aa overlap). Also similar to many e.g. NP_250320.1|NC_002516 probable enoyl-CoA hydratase/isomerase from Pseudomonas aeruginosa (261 aa); NP_415911.1|NC_000913 putative enzyme from Escherichia coli strain K12 (255 aa); P24162|ECHH_RHOCA|FADB1 enoyl-CoA hydratase homolog from Rhodobacter capsulatus (Rhodopseudomonas capsulata) (257 aa), FASTA scores: opt: 404, E():7.8e-21, (37.3% identity in 249 aa overlap); etc.",P9WNP1,No,lipid metabolism,3HE2,P64014,P9WNP1,"GO:0006631,GO:0004300",4.2.1.17,,,,P9WNP1,"ML2118,ML2118c",MMAR_4625,MSMEG_5639,Mb0929,,,,,
3609.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,2184959.0,2186188.0,.,-,0.0,Rv1934c,fadE17,"Function unknown, but supposed involvement in lipid degradation.",Probable acyl-CoA dehydrogenase FadE17,"Rv1934c, (MTCY09F9.30), len: 409 aa. Probable fadE17, acyl-CoA dehydrogenase, highly similar to ACD_MYCLE|P46703 acyl-CoA dehydrogenase from Mycobacterium leprae (389 aa), FASTA scores: opt: 414, E(): 2.6e-19, (28.3% identity in 407 aa overlap). Also similar to many e.g. NP_249713.1|NC_002516 probable acyl-CoA dehydrogenase from Pseudomonas aeruginosa (381 aa); NP_420614.1|NC_002696 acyl-CoA dehydrogenase family protein from Caulobacter crescentus (355 aa); CAB61610.1|AL133210 putative acyl-CoA dehydrogenase from Streptomyces coelicolor (393 aa); etc. Also similar to others from Mycobacterium tuberculosis e.g. fadE30 (385 aa); fadE31 (377 aa); C-terminus of fadE34 (711 aa); etc. Could belong to the acyl-CoA dehydrogenases family.",P95280,No,lipid metabolism,,P95280,P95280,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P95280,,MMAR_2862,,Mb1969c,,,,,
4075.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,4004291.0,4005250.0,.,+,0.0,Rv3563,fadE32,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE32,"Rv3563, (MTCY06G11.10), len: 319 aa. Probable fadE32, acyl-CoA dehydrogenase, similar to many e.g. Q9I4V4|PA1020 from Pseudomonas aeruginosa (370 aa), FASTA scores: opt: 347, E(): 7.6e-14, (35.15% identity in 333 aa overlap); Q9RJX3|SCF37.28c from Streptomyces coelicolor (362 aa), FASTA scores: opt: 300, E(): 5.3e-11, (32.4% identity in 349 aa overlap); Q9A5G8|CC2479 from Caulobacter crescentus (344 aa), FASTA scores: opt: 285, E(): 4.1e-10, (30.4% identity in 329 aa overlap); P45857|ACDB_BACSU|MMGC from Bacillus subtilis (379 aa), FASTA scores: opt: 230, E(): 1.1e-07, (25.5% identity in 357 aa overlap); etc. Also similar to other from Mycobacterium tuberculosis eg P96846|FADE33|Rv3564|MTCY06G11.11 (318 aa), FASTA scores: opt: 478, E(): 7.6e-22, (32.9% identity in 292 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",P96845,No,lipid metabolism,,P96845,P96845,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P96845,,MMAR_5052,MSMEG_6015,Mb3593,,,,,
3261.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,728583.0,729278.0,.,-,0.0,Rv0632c,echA3,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase EchA3 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv0632c, (MTCY20H10.13c), len: 231 aa. Probable echA3, enoyl-CoA hydratase, almost identical to the MTU88877_1 enoyl-CoA hydratase of Mycobacterium tuberculosis field isolate NTI64719, FASTA score: (92.4% identity in 184 aa overlap). Also similar to others e.g. P24162|ECHH_RHOCA enoyl-CoA hydratase from Rhodobacter capsulatus (Rhodopseudomonas capsulata) (257 aa), FASTA scores: opt: 206, E(): 6.3e-07, (31.5% identity in 232 aa overlap); etc.",I6Y8B5,No,lipid metabolism,,P96907,I6Y8B5,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,I6Y8B5,ML1913,MMAR_0962,MSMEG_1331,Mb0649c,,,,,
2048.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,3036131.0,3037291.0,.,-,0.0,Rv2724c,fadE20,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE20,"Rv2724c, (MTCY154.04c), len: 386 aa. Probable fadE20, acyl-CoA dehydrogenase, highly similar to many e.g. Q9X7Y2|SC6A5.36 from Streptomyces coelicolor (382 aa), FASTA scores: opt: 1583, E(): 6.9e-94, (62.7% identity in 378 aa overlap); Q9HVY0|PA4435 from Pseudomonas aeruginosa (381 aa), FASTA scores: opt: 1468, E(): 1.6e-86, (57.65% identity in 380 aa overlap); Q9ABZ1|CC0079 from Caulobacter crescentus (391 aa), FASTA scores: opt: 1298, E(): 1.2e-75, (51.9% identity in 391 aa overlap); etc. Also similar to many other Mycobacterium tuberculosis proteins e.g. O06164|FADE19|Rv2500c|MTCY07A7.06c acyl-CoA dehydrogenase (394 aa) (34.3% identity in 382 aa overlap). Contains acyl-CoA dehydrogenases signature 2 (PS00073). Belongs to the acyl-CoA dehydrogenases family.",O33229,No,lipid metabolism,,O33229,O33229,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,O33229,ML0998,MMAR_1989,,Mb2743c,,,,,
221.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,292171.0,293493.0,.,+,0.0,Rv0243,fadA2,"Function unknown, but involved in lipid degradation [catalytic activity: acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA].",Probable acetyl-CoA acyltransferase FadA2 (3-ketoacyl-CoA thiolase) (beta-ketothiolase),"Rv0243, (MTV034.09), len: 440 aa. Probable fadA2, acetyl-CoA acyltransferase (3-acyl-CoA thiolase), equivalent, but shorter 17 aa, to AL022486|MLCB1883_14T44879 acetyltransferase from Mycobacterium leprae (457 aa), FASTA scores: opt: 250 7, E(): 0, (87.6% identity in 435 aa overlap). Also highly similar to many e.g. G83046|PA478 probable acyl-CoA thiolase from Pseudomonas aeruginosa (425 aa); AB77293.1|AL160312 putative ketoacyl CoA thiolase from Streptomyces coelicolor (428 aa); P76503|7449731|YFCY_ECOLI|D65007|B2342 probable 3-ketoacyl-CoA thiolase (acetyl-CoA acyltransferase) (beta-ketothiolase) from Escherichia coli strain K-12 (436 aa), FASTA scores: opt: 914, E(): 0, (38.2% identity in 434 aa overlap); P55084|ECHB_HUMAN mitochondrial trifunctonal enzyme (474 aa), FASTA scores: opt: 881, E(): 0, (37.7 identity in 451 aa overlap). Contains PS00099 Thiolases active site. Belongs to the thiolase family.",O86361,No,lipid metabolism,,O86361,O86361,"GO:0008152,GO:0003988",2.3.1.16,,,,O86361,"ML2564,ML2564c",MMAR_0504,MSMEG_0373,Mb0249,,,,,
132.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,181987.0,183198.0,.,-,0.0,Rv0154c,fadE2,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE2,"Rv0154c, (MTCI5.28c), len: 403 aa. Probable fadE2, acyl-CoA dehydrogenase, similar to many e.g. C-terminal region of O01590 acyl-CoA dehydrogenase (974 aa), FASTA scores: opt: 1150, E(): 0, (50.0% identity in 402 aa overlap); ACDS_MEGEL|Q06319 acyl-CoA dehydrogenase (short-chain) (383 aa), FASTA score: (35.0% identity in 306 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",P96831,No,lipid metabolism,,P96831,P96831,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P96831,ML2637,,,Mb0159c,,,,,
110.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,257783.0,258856.0,.,-,0.0,Rv0215c,fadE3,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE3,"Rv0215c, (MTCY08D5.10c), len: 357 aa. Probable fadE3, acyl- dehydrogenase, similar to many e.g. ACDB_BACSU|P45857 acyl-CoA dehydrogenase from B. subtilis (379 aa), FASTA scores: opt: 812, E(): 0, (39.5% identity in 354 aa overlap).",P96397,No,lipid metabolism,,P96397,P96397,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P96397,"ML2626,ML2626c","MMAR_0455,MMAR_4161",MSMEG_1991,Mb0221c,,,,,
1051.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,1485862.0,1487031.0,.,+,0.0,Rv1323,fadA4,"Function unknown, but supposed involvement in lipid degradation [catalytic activity: 2 acetyl-CoA = CoA + acetoacetyl-CoA].",Probable acetyl-CoA acetyltransferase FadA4 (acetoacetyl-CoA thiolase),"Rv1323, (MTCY130.08), len: 389 aa. Probable fadA4, acetyl-CoA acetyltransferase, equivalent to THIL_MYCLE|P46707 possible acetyl-CoA C-acetyltransferase from Mycobacterium leprae (393 aa), FASTA scores: opt: 2218, E(): 0, (87.0% identity in 392 aa overlap). Also highly similar to others e.g. CAB70629.1|AL137242 probable acetoacetyl-CoA thiolase from Streptomyces coelicolor (401 aa); T51772 acetyl-CoA C-acetyltransferase [validated] from Alcaligenes latus (392 aa); etc. Some homologies indicate ATA start codon. Contains PS00098 Thiolases acyl-enzyme intermediate signature, PS00737 Thiolases signature 2, and PS00099 Thiolases active site. Belongs to the thiolase family.",P9WG69,No,lipid metabolism,,P66926,P9WG69,"GO:0008152,GO:0003985",2.3.1.9,,,,P9WG69,"ML2162,ML2162c",MMAR_4075,MSMEG_4920,Mb1358,,,,,
2444.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,3656920.0,3658089.0,.,-,0.0,Rv3274c,fadE25,"Function unknown, but involved in lipid degradation [catalytic activity: acyl-CoA + ETF = 2,3-dehydroacyl-CoA + reduced ETF].",Probable acyl-CoA dehydrogenase FadE25,"Rv3274c, (MTCY71.14c), len: 389 aa. Probable fadE25, Acyl-CoA Dehydrogenase, equivalent to P46703|ACDP_MYCLE|FADE25|ACD|ML0737|B1308_F1_34 probable acyl-CoA dehydrogenase FADE25 from Mycobacterium leprae (389 aa), FASTA scores: opt: 2394, E(): 3.8e-143, (92.05% identity in 389 aa overlap). Also similar to many e.g. Q9RIQ5|fade fatty acid acyl-CoA dehydrogenase from Streptomyces lividans (385 aa), FASTA scores: opt: 1692, E(): 4.9e-99, (67.35% identity in 383 aa overlap); P45867|ACDA_BACSU|ACD from Bacillus subtilis (379 aa), FASTA scores: opt: 1212, E(): 7.2e-69, (51.85% identity in 376 aa overlap); Q9K6D1|ACDA|BH3798 from Bacillus halodurans (380 aa), FASTA scores: opt: 1209, E(): 1.1e-68, (51.7% identity in 377 aa overlap); P52042|ACDS_CLOAB|BCD from Clostridium acetobutylicum (379 aa), FASTA scores: opt: 1056, E(): 4.6e-59, (44.6% identity in 379 aa overlap); etc. Contains PS00072 Acyl-CoA dehydrogenases signature 1, PS00073 Acyl-CoA dehydrogenases signature 2. Belongs to the acyl-CoA dehydrogenases family.",P9WQG1,No,lipid metabolism,,P63427,P9WQG1,"GO:0055114,GO:0003995",1.3.99.-,,,,P9WQG1,ML0737,MMAR_1262,MSMEG_1821,Mb3302c,,,,,
2758.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,4205862.0,4206917.0,.,-,0.0,Rv3761c,fadE36,"Function unknown, but possibly involvement in lipid degradation.",Possible acyl-CoA dehydrogenase FadE36,"Rv3761c, (MTV025.109c), len: 351 aa. Possible fadE36, acyl-CoA dehydrogenase, similar to many conserved hypothetical proteins and showing some similarity with few acyl-CoA dehydrogenases, e.g. Q9APX7|FADE36 FADE36 protein from Pseudomonas aeruginosa (360 aa), FASTA scores: opt: 147, E(): 0.046, (26.15% identity in 214 aa overlap); part of AAB52261.2|U97002 protein similar to acyl-CoA dehydrogenases and epoxide hydrolases from Caenorhabditis elegans (985 aa), FASTA score: (31.2% identity in 324 aa overlap). C-terminal part is highly similar to Q50095|U1740AK|MLU15183_45 hypothetical protein from Mycobacterium leprae cosmid B174 (122 aa), FASTA scores: opt: 341, E(): 7.3e-15, (57.6% identity in 99 aa overlap). Contains PS00339 Aminoacyl-transfer RNA synthetases class-II signature 2.",O69727,No,lipid metabolism,,O69727,O69727,"GO:0016491,GO:0055114",1.3.99.-,,,,O69727,ML2365,MMAR_5304,MSMEG_6337,Mb3787c,,,,,
4148.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,4251085.0,4252866.0,.,+,0.0,Rv3797,fadE35,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE35,"Rv3797, (MTV026.02), len: 593 aa. Probable fadE35, acyl-CoA dehydrogenase, similar to many e.g. Q9HY33|PA3593 from Pseudomonas aeruginosa (575 aa) FASTA scores: opt: 838, E(): 2.1e-46, (35.3% identity in 569 aa overlap); Q9ANZ8|AIDB from Burkholderia pseudomallei (Pseudomonas pseudomallei) (554 aa), FASTA scores: opt: 633, E(): 3.4e-33, (33.1% identity in 480 aa overlap); Q9HX44|PA3972 from Pseudomonas aeruginosa (549 aa) FASTA scores: opt: 560, E(): 1.7e-28, (29.9% identity in 569 aa overlap); P33224|AIDB_ECOLI|B4187 from Escherichia coli strain K12 (541 aa), FASTA scores: opt: 455, E(): 1e-21, (31.15% identity in 514 aa overlap); etc. Also similar to O86368|FADE8|Rv0672|MTCI376.02c acyl-CoA dehydrogenase from Mycobacterium tuberculosis (542 aa), FASTA scores: opt: 479, E(): 2.9e-23, (32.2% identity in 460 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",O53577,No,lipid metabolism,,O53577,O53577,"GO:0055114,GO:0003995",1.3.99.-,,,,O53577,"ML0103,ML0103c",MMAR_5361,,Mb3826,,,,,
2098.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,3097706.0,3098938.0,.,-,0.0,Rv2789c,fadE21,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE21,"Rv2789c, (MTV002.54c), len: 410 aa. Probable fadE21, acyl-CoA dehydrogenase, similar to many e.g. P45857|ACDB_BACSU|MMGC from Bacillus subtilis (379 aa), FASTA scores: opt: 689, E(): 9.3e-37, (35.75% identity in 400 aa overlap); Q9K6D1|ACDA|BH3798 from Bacillus halodurans (380 aa), FASTA scores: opt: 679, E(): 4.1e-36, (37.3% identity in 405 aa overlap); Q06319|ACDS_MEGEL from Megasphaera elsdenii (383 aa), FASTA scores: opt: 650, E(): 3e-34, (37.7% identity in 334 aa overlap); etc. Contains acyl-CoA dehydrogenases signature 1 (PS00072). Belongs to the acyl-CoA dehydrogenases family.",I6XFA9,No,lipid metabolism,,O33331,I6XFA9,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,I6XFA9,,MMAR_1919,,Mb2812c,,,,,
2348.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,3506790.0,3507995.0,.,+,0.0,Rv3140,fadE23,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE23,"Rv3140, (MTCY03A2.18c), len: 401 aa. Probable fadE23, acyl-CoA dehydrogenase (1.3.99.-) (see citation below), equivalent to O32891|MLCB1779.31|FADE23|ML0660 putative acyl-CoA dehydrogenase from Mycobacterium leprae (400 aa), FASTA scores: opt: 2307, E(): 3e-136, (89.5% identity in 401 aa overlap). Also similar to others e.g. Q9HUH1|PA4994 from Pseudomonas aeruginosa (402 aa), FASTA scores: opt: 1558, E(): 1.2e-89, (61.0% identity in 400 aa overlap); O31251 from Acinetobacter sp. ADP1 (401 aa), FASTA scores: opt: 1509, E(): 1.3e-86, (58.2% identity in 402 aa overlap); Q9K6D1|ACDA or BH3798 from Bacillus halodurans (380 aa), FASTA scores: opt: 612, E(): 8.4e-31, (38.2% identity in 293 aa overlap); Q9AHX9|FADFX from Pseudomonas putida (375 aa), FASTA scores: opt: 584, E(): 4.6e-29, (32.7% identity in 379 aa overlap); etc. Could belong to the acyl-CoA dehydrogenases family.",P95186,No,lipid metabolism,,P95186,P95186,"GO:0055114,GO:0003995",,,,,P95186,"ML0660,ML0660c",MMAR_1509,MSMEG_2080,Mb3164,,,,,
3945.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,3505363.0,3506769.0,.,+,0.0,Rv3139,fadE24,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE24,"Rv3139, (MTCY03A2.19c), len: 468 aa. Probable fadE24, acyl-CoA dehydrogenase (1.3.99.-), equivalent to O32890|MLCB1779.30|FADE24|ML0661 putative acyl-CoA dehydrogenase from Mycobacterium leprae (465 aa), FASTA scores: opt: 2587, E(): 4e-153, (83.6% identity in 464 aa overlap). Similar to other e.g. Q9HUH0|PA4995 from Pseudomonas aeruginosa (429 aa), FASTA scores: opt: 1139, E(): 2.8e-63, (45.3% identity in 426 aa overlap); Q9K6D0|MMGC|BH3799 from Bacillus halodurans (379 aa), FASTA scores: opt: 603, E(): 4.7e-30, (30.3% identity in 366 aa overlap); Q9K6D1|ACDA|BH3798 from Bacillus halodurans (380 aa), FASTA scores: opt: 601, E(): 6.3e-30, (32.25% identity in 363 aa overlap); etc. Contains acyl-CoA dehydrogenases signature 2 (PS00073) near C-terminus. Belongs to the acyl-CoA dehydrogenases family.",P95187,No,lipid metabolism,,P95187,P95187,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,INH,,,P95187,"ML0661,ML0661c",MMAR_1510,MSMEG_2081,Mb3163,,,,,
3390.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,1198156.0,1199373.0,.,-,0.0,Rv1074c,fadA3,"Function unknown, but supposedly involved in lipid degradation (beta oxidation).",Probable beta-ketoacyl CoA thiolase FadA3,"Rv1074c, (MTV017.27c), len: 405 aa. Probable fadA3, beta-ketoacyl CoA thiolase, highly similar to many involved in beta-oxidation e.g. CAB89028.1|AL353870 beta-ketoadipyl-CoA thiolase from Streptomyces coelicolor (395 aa); P77525|PAAJ_ECOLI probable beta-ketoadipyl CoA thiolase from Escherichia coli (401 aa), FASTA scores: opt: 1034, E(): 5.4e-56, (43.5% identity in 416 aa overlap) and X97452 acetyl-CoA acetyltransferase (thiolase) from Escherichia coli (401 aa), FASTA scores: opt: 1043, E(): 0, (43.4% identity in 415 aa overlap); Q43935|CATF_ACICA beta-ketoadipyl CoA thiolase from Acinetobacter calcoaceticus (401 aa), FASTA scores: opt: 992, E(): 0, (41.5% identity in 415 aa overlap); etc. Contains PS00737 Thiolases signature 2, and PS00445 FGGY family of carbohydrate kinases signature 2, although this is probably fortuitous. Belongs to the thiolase family.",O53422,No,lipid metabolism,,O53422,O53422,"GO:0008152,GO:0008415",2.3.1.-,,,,O53422,ML2399,MMAR_4393,MSMEG_5273,Mb1103c,,,,,
549.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,773123.0,774061.0,.,+,0.0,Rv0673,echA4,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Possible enoyl-CoA hydratase EchA4 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv0673, (MTCI376.01c, MTV040.01), len: 312 aa. Possible echA4, enoyl-CoA hydratase, showing similarity with others e.g. NP_419216.1|NC_002696 enoyl-CoA hydratase/isomerase family protein from Caulobacter crescentus (256 aa); Q52995|ECHH_RHIME probable enoyl-CoA hydratase from Sinorhizobium meliloti (257 aa), FASTA scores: opt: 210, E(): 1.2e-06, (27.9% identity in 280 aa overlap); etc. Also similar to other enoyl-CoA hydratases from Mycobacterium tuberculosis e.g. P95279|MTCY09F9.29|ECHA13|Rv1935c|MTCY09F9.29 enoyl-CoA hydratase (318 aa), FASTA score: (27.1% identity in 280 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop).",I6Y8F2,No,lipid metabolism,,O86369,I6Y8F2,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,I6Y8F2,"ML1887,ML1887c",MMAR_1002,MSMEG_1388,Mb0692,,,,,
1496.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,2186203.0,2187159.0,.,-,0.0,Rv1935c,echA13,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv1935c, (MTCY09F9.29), len: 318 aa. Possible echA13, enoyl-CoA hydratase, similar to others and various enzymes e.g. CAC48381.1|Y16952 putative enoyl-CoA-isomerase from Amycolatopsis mediterranei (269 aa); AAK18173.1|AF290950_5|AF290950|FadB1x enoyl-CoA hydratase from Pseudomonas putida (257 aa); AAF78820.1|AF042490 4-chlorobenzoyl CoA dehalogenase from Arthrobacter sp. TM1 (276 aa); ECHM_RAT|P14604 enoyl-CoA hydratase mitochondrial precursor from Rattus norvegicus (Rat) (290 aa), FASTA scores: opt: 228, E(): 1.2e-08, (31.0% identity in 258 aa overlap); etc.",P95279,No,lipid metabolism,,P95279,P95279,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,P95279,,MMAR_2863,,Mb1970c,,,,,
385.0,FAD_21,0.08325358851674641,0,NC_000962.3,Mycobrowser_v4,CDS,558895.0,559755.0,.,+,0.0,Rv0468,fadB2,Butyrate/butanol-producing pathway [catalytic activity: (S)-3-hydroxybutanoyl-CoA + NADP+ = 3-acetoacetyl-CoA + NADPH],3-hydroxybutyryl-CoA dehydrogenase FadB2 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD),"Rv0468, (MTV038.12), len: 286 aa. fadB2, 3-hydroxybutyryl-CoA dehydrogenase, equivalent to CAC31978.1|AL583925 3-hydroxyacyl-CoA dehydrogenase from Mycobacterium leprae (287 aa). Also similar to many 3-hydroxybutyryl-CoA dehydrogenases e.g. U32229|BJU32229_1 beta-hydroxybutyryl coenzyme A dehydrogenase from Bradyrhizobium japonicum (293 aa), FASTA scores: opt: 771, E(): 0, (45.7% identity in 282 aa overlap). Belongs to the 3-hydroxyacyl-CoA dehydrogenase family.",P9WNP7,No,lipid metabolism,,O53753,P9WNP7,"GO:0050662,GO:0006631,GO:0055114,GO:0008691",1.1.1.157,,,,P9WNP7,"ML2461,ML2461c",MMAR_0793,MSMEG_0912,Mb0477,,,,,
